fco,epsco,D,L,ff,Ef,tf,epscu
37.2,0.31,152,582,230,116.0,2.56,1.56
34.0,0.26,100,582,2900,116.0,0.9,1.95
82.4,0.34,100,152,2390,125.7,0.2,1.09
77.0,0.25,152,210,2390,120.0,0.169,1.09
84.9,0.33,100,450,3732,120.0,2.56,1.58
28.79,0.21,100,152,2060,128.5,0.4,0.46
106.0,0.3,70,582,2060,115.2,0.3,1.89
114.7,0.31,150,582,2390,13.6,0.572,1.25
79.6,0.21,70,305,2060,120.0,0.286,3.22
77.9,0.24,105,200,2930,13.6,0.169,3.1
79.6,0.3,70,582,2930,13.6,1.2,3.11
57.5,0.23,100,300,2900,128.5,0.095,0.53
37.0,0.33,70,305,2060,116.0,0.143,2.07
35.4,0.29,152,200,2930,118.0,0.4,1.63
114.7,0.28,152,210,2663,120.0,0.191,3.01
37.0,0.26,194,582,2663,120.0,0.2,1.06
57.5,0.19,105,457,2060,125.7,0.338,2.98
36.6,0.35,152,200,230,118.0,0.6,1.85
78.0,0.29,194,762,2900,128.5,0.072,2.07
34.0,0.28,100,300,3732,13.6,0.338,0.6
36.6,0.2,152,305,230,13.6,0.9,2.77
35.4,0.2,100,457,3732,128.5,3.86,2.11
77.9,0.35,100,305,3732,128.5,0.572,2.18
35.4,0.28,150,300,2390,116.0,0.191,3.01
50.64,0.28,194,582,2930,118.0,0.2,2.47
107.3,0.3,100,450,2663,118.0,0.169,0.78
35.5,0.2,152,457,3732,118.0,0.8,1.48
34.0,0.46,100,300,2900,120.0,0.169,2.96
43.0,0.34,152,152,3732,120.0,0.191,2.53
119.3,0.45,152,457,2663,128.5,0.191,2.34
84.9,0.24,152,315,3732,118.0,0.286,1.56
51.1,0.2,152,457,2060,115.2,0.191,1.66
119.3,0.35,100,457,2900,13.6,0.6,3.8
49.4,0.33,194,210,2060,13.6,0.858,2.01
49.6,0.23,152,152,2900,120.0,0.2,1.06
82.4,0.25,194,300,3732,125.7,0.4,1.89
110.1,0.26,150,315,2930,128.5,2.56,2.18
39.0,0.25,100,200,2390,120.0,0.169,0.37
82.4,0.21,100,300,2930,118.0,0.286,2.33
46.43,0.45,100,315,2060,115.2,2.56,3.01
78.5,0.35,194,300,2900,125.7,0.2,2.53
55.2,0.2,152,582,2663,115.2,0.191,4.78
39.2,0.34,100,450,2930,120.0,3.86,0.93
57.5,0.45,152,762,3732,116.0,3.86,1.15
102.0,0.25,194,200,3732,120.0,3.86,0.38
79.6,0.45,70,200,2930,99.0,0.4,0.95
102.0,0.27,152,210,3732,128.5,0.072,3.8
84.9,0.45,70,582,2060,128.5,0.286,3.68
102.0,0.28,100,300,2060,128.5,1.27,1.61
107.3,0.3,70,152,2930,115.2,0.338,1.92
74.0,0.46,70,762,2663,128.5,0.057,0.71
43.0,0.23,150,457,2930,120.0,3.86,0.51
43.0,0.46,100,210,3732,116.0,0.338,0.82
102.0,0.35,100,457,2390,128.5,2.56,2.49
35.5,0.2,100,210,2663,116.0,0.2,0.95
104.5,0.46,152,152,2663,99.0,0.143,1.11
46.43,0.46,105,210,230,115.2,0.2,1.92
80.5,0.3,150,450,2663,116.0,0.8,1.97
37.0,0.33,105,210,3732,116.0,0.4,1.58
49.6,0.45,194,762,2930,128.5,1.27,1.66
39.0,0.24,70,210,2930,13.6,0.572,1.95
107.3,0.21,152,200,2390,128.5,1.2,3.55
37.0,0.26,194,762,2900,115.2,0.169,1.71
104.5,0.25,194,200,2663,13.6,0.6,2.47
85.9,0.35,100,305,2663,116.0,0.8,2.18
35.5,0.27,152,210,2930,116.0,0.6,0.47
119.3,0.34,194,582,2390,116.0,0.858,0.46
102.2,0.19,100,762,2663,118.0,0.2,0.93
28.79,0.24,100,305,3732,118.0,0.2,0.57
102.2,0.24,194,300,2060,118.0,0.143,1.29
102.2,0.31,194,305,2060,128.5,0.8,3.18
107.3,0.3,105,305,2663,99.0,0.9,3.22
36.6,0.25,194,200,2060,118.0,0.4,4.39
102.0,0.28,150,200,2900,99.0,0.572,0.4
28.79,0.27,70,200,3732,118.0,0.057,2.96
78.5,0.26,105,582,2663,115.2,3.86,3.31
83.0,0.21,105,457,2930,118.0,0.572,1.66
28.79,0.31,105,200,2900,118.0,0.072,1.43
49.4,0.35,100,200,3732,13.6,0.572,2.12
107.3,0.27,100,200,2900,115.2,0.4,1.15
110.1,0.35,105,582,2060,116.0,0.4,1.85
35.4,0.34,152,582,2930,125.7,0.143,2.96
106.0,0.31,100,582,2663,120.0,0.286,0.58
119.3,0.25,152,450,230,118.0,0.507,3.15
83.0,0.21,150,582,2663,120.0,0.3,2.86
83.6,0.45,152,762,2663,115.2,0.8,2.3
35.4,0.46,100,200,3732,13.6,0.286,1.96
34.0,0.29,70,450,2930,116.0,3.86,3.47
49.4,0.26,70,762,2663,120.0,1.2,1.61
77.9,0.2,150,200,2930,125.7,0.3,1.96
46.43,0.19,152,305,2663,125.7,0.8,2.23
29.6,0.19,194,582,2060,128.5,0.858,2.81
119.3,0.2,70,315,2900,99.0,0.2,3.68
39.2,0.21,152,305,2663,128.5,0.572,1.9
80.5,0.46,194,450,3732,115.2,0.169,0.36
49.4,0.21,100,305,2060,118.0,0.191,0.78
83.0,0.33,194,305,2060,128.5,0.6,3.5
100.0,0.27,152,582,2663,115.2,0.169,1.68
78.5,0.29,70,210,2060,13.6,0.338,1.44
109.8,0.2,70,210,2900,116.0,0.072,1.09
100.0,0.25,70,152,2390,13.6,0.338,3.5
49.4,0.21,194,152,2900,125.7,0.572,0.71
110.2,0.21,70,457,2900,120.0,0.572,0.46
49.6,0.25,152,315,230,118.0,0.072,3.15
79.6,0.33,70,200,2060,128.5,0.072,0.39
35.4,0.21,152,305,2900,99.0,0.8,3.04
85.9,0.25,105,152,2060,116.0,0.191,1.92
78.5,0.19,194,450,3732,128.5,1.2,1.02
39.0,0.25,150,200,2900,118.0,0.6,1.97
83.6,0.3,194,200,2900,125.7,0.338,1.0
29.6,0.27,152,305,2663,116.0,0.6,0.93
55.2,0.26,105,457,2390,118.0,0.2,1.3
102.0,0.26,70,305,2390,13.6,0.286,1.68
43.0,0.2,100,315,2060,118.0,0.095,1.09
46.43,0.19,194,582,2060,120.0,0.4,1.63
49.4,0.21,70,762,3732,115.2,0.8,3.21
80.5,0.46,100,457,2900,99.0,0.9,2.31
83.0,0.46,100,200,2900,115.2,0.8,1.89
46.43,0.26,70,305,2060,99.0,0.191,3.8
49.6,0.21,100,200,2060,116.0,0.072,2.32
77.9,0.2,150,152,230,120.0,1.2,1.92
82.4,0.45,152,200,3732,99.0,0.3,2.89
82.4,0.3,70,305,230,115.2,1.27,0.54
51.1,0.46,194,457,2663,99.0,0.057,1.06
85.9,0.2,152,305,2390,128.5,0.2,3.68
77.9,0.26,194,200,2390,118.0,0.572,0.82
55.2,0.31,70,305,2390,120.0,0.338,0.51
79.6,0.33,100,305,2390,115.2,0.507,1.49
101.18,0.27,152,315,2663,120.0,3.86,2.86
43.0,0.46,152,305,3732,125.7,0.143,2.77
102.2,0.19,100,300,2900,118.0,0.072,0.94
78.5,0.27,100,450,2663,128.5,0.6,1.06
110.1,0.2,194,300,230,125.7,0.072,2.86
77.9,0.35,150,450,2060,99.0,0.169,4.39
109.8,0.33,194,582,2390,118.0,0.095,3.73
39.2,0.26,100,300,2930,125.7,0.143,1.88
104.5,0.33,194,305,3732,13.6,0.169,0.58
110.1,0.25,100,300,2390,128.5,3.86,1.42
85.9,0.45,100,152,2060,128.5,0.4,1.63
47.3,0.2,100,152,2390,125.7,0.338,1.7
83.0,0.46,100,152,2900,128.5,0.057,0.37
100.0,0.45,152,762,2900,13.6,0.057,0.4
74.0,0.3,100,582,2060,99.0,0.572,1.64
49.4,0.45,150,450,230,99.0,0.338,1.96
83.6,0.27,70,582,2390,13.6,0.338,1.98
28.79,0.25,152,450,2390,13.6,0.4,1.02
82.4,0.28,105,762,2390,120.0,1.27,2.31
107.3,0.35,100,305,2663,128.5,0.2,1.92
29.6,0.2,194,200,2060,128.5,0.507,0.71
29.6,0.45,152,200,2663,118.0,0.169,1.9
100.0,0.29,105,450,230,13.6,0.9,1.17
109.8,0.2,152,582,2390,116.0,0.2,1.88
55.2,0.19,105,315,2060,125.7,0.507,1.71
102.0,0.34,105,582,2060,13.6,3.86,0.63
107.3,0.23,100,582,2663,120.0,0.338,2.53
84.9,0.34,150,762,230,99.0,0.169,2.77
101.18,0.25,194,315,3732,120.0,0.4,0.45
83.6,0.34,152,152,2663,99.0,0.2,1.97
79.6,0.45,194,300,2390,116.0,3.86,1.88
34.0,0.21,100,315,2900,118.0,0.169,1.9
35.4,0.34,100,457,2663,128.5,0.3,3.22
55.2,0.3,100,315,2930,125.7,0.169,2.81
106.0,0.27,152,300,2663,120.0,0.6,3.55
101.18,0.46,152,152,2390,13.6,0.8,0.51
83.6,0.24,152,300,2900,118.0,0.169,2.12
74.0,0.46,150,300,3732,115.2,0.169,0.82
100.0,0.25,70,200,2663,118.0,0.9,0.93
84.9,0.2,152,305,2663,115.2,0.858,1.96
119.3,0.26,105,152,3732,116.0,0.095,1.92
34.0,0.26,105,152,2900,118.0,0.072,1.63
119.3,0.3,152,582,2930,128.5,0.191,0.63
49.4,0.3,152,457,2900,116.0,0.191,2.86
104.5,0.26,105,450,2390,118.0,0.8,1.11
37.0,0.24,152,582,230,116.0,0.572,1.64
110.1,0.23,194,210,2900,116.0,0.507,2.18
77.2,0.27,70,457,2390,99.0,0.507,3.55
110.2,0.2,194,457,2930,125.7,0.572,1.78
78.0,0.26,105,762,2060,13.6,0.338,0.51
109.8,0.26,152,152,2060,118.0,2.56,0.37
82.4,0.29,152,582,2663,118.0,0.9,3.47
109.8,0.27,152,582,2060,116.0,0.191,1.97
43.0,0.24,194,582,2060,128.5,0.3,1.98
50.64,0.26,70,305,230,116.0,0.9,2.33
100.0,0.45,152,210,2663,99.0,3.86,0.57
102.0,0.35,150,210,2663,118.0,0.6,1.97
55.2,0.25,100,582,2060,99.0,0.8,0.46
78.5,0.26,105,315,3732,125.7,0.2,3.1
101.18,0.28,194,450,2900,115.2,0.3,2.96
101.18,0.46,194,300,3732,116.0,1.2,1.92
85.9,0.23,152,582,3732,99.0,0.858,3.1
39.2,0.23,100,457,2663,13.6,0.507,1.43
77.0,0.25,194,450,230,128.5,0.191,2.81
119.3,0.28,100,582,2060,118.0,1.2,3.5
77.2,0.33,194,315,2900,99.0,0.858,3.73
104.5,0.28,70,450,2930,128.5,0.3,0.94
80.5,0.28,194,315,3732,99.0,0.6,0.51
78.0,0.27,152,582,2390,116.0,3.86,1.02
83.6,0.31,100,582,2060,118.0,0.2,1.62
109.8,0.26,194,200,230,128.5,0.095,2.01
83.6,0.19,100,305,2663,116.0,0.572,2.48
77.0,0.35,70,152,2060,128.5,2.56,3.04
43.0,0.25,152,315,2060,116.0,0.191,0.78
119.3,0.21,100,450,3732,128.5,0.191,1.67
74.0,0.27,152,300,2390,116.0,0.072,0.53
104.5,0.27,105,582,2900,116.0,0.286,1.48
82.4,0.3,194,210,2060,125.7,1.2,0.45
110.1,0.26,100,200,3732,115.2,0.095,3.55
102.2,0.3,105,305,3732,13.6,3.86,2.3
36.6,0.3,152,300,2060,118.0,0.057,0.89
37.2,0.24,100,315,2390,118.0,0.191,3.17
35.4,0.28,100,315,2663,116.0,0.6,3.39
39.0,0.45,194,582,2060,128.5,3.86,1.29
35.4,0.27,152,152,2930,116.0,0.3,1.09
109.8,0.2,150,315,2060,120.0,0.286,1.3
74.0,0.45,100,762,2930,125.7,1.27,1.98
29.6,0.28,152,200,2930,13.6,1.27,0.58
106.0,0.35,194,315,2390,118.0,0.3,1.42
46.43,0.19,150,300,2900,115.2,0.2,2.07
83.0,0.31,150,200,230,13.6,0.858,1.67
77.9,0.28,100,200,2930,115.2,0.6,1.06
34.0,0.2,105,200,2930,128.5,0.6,3.55
110.1,0.25,70,582,2663,99.0,0.3,0.39
35.5,0.27,105,450,2060,120.0,0.072,1.06
77.0,0.19,150,200,2930,118.0,0.6,2.53
34.0,0.33,100,200,2663,125.7,0.286,1.85
106.0,0.33,194,305,2900,125.7,0.286,2.48
84.9,0.26,70,300,2663,128.5,0.507,0.38
83.0,0.28,100,152,3732,125.7,0.095,1.7
102.2,0.25,70,152,2900,118.0,0.6,0.45
110.2,0.27,70,315,2930,116.0,0.338,3.15
77.2,0.28,100,450,2900,118.0,0.143,2.53
49.4,0.28,105,200,2900,115.2,0.6,2.01
39.2,0.34,152,210,3732,118.0,0.169,2.86
39.2,0.45,105,450,2930,115.2,1.2,3.48
49.6,0.26,152,305,2663,118.0,0.191,1.58
80.5,0.2,100,315,2900,116.0,0.4,1.08
51.1,0.31,152,762,2663,13.6,0.338,2.12
74.0,0.25,152,762,3732,116.0,0.8,1.88
39.2,0.24,152,315,3732,115.2,0.338,3.41
77.9,0.24,152,582,2060,13.6,0.191,0.94
47.3,0.27,194,300,2930,118.0,0.3,2.31
78.5,0.26,194,152,3732,125.7,1.27,2.31
110.2,0.34,194,300,2663,118.0,0.3,3.55
46.43,0.25,194,300,2060,115.2,0.057,1.43
37.2,0.31,194,200,2390,118.0,0.4,2.81
106.0,0.34,152,450,2663,116.0,2.56,3.01
36.6,0.34,194,315,2060,118.0,0.057,2.48
102.0,0.25,194,305,2390,120.0,0.572,0.42
50.64,0.46,100,305,230,116.0,0.572,2.34
29.6,0.31,100,305,2060,116.0,0.4,1.92
109.8,0.2,70,457,2390,13.6,0.6,1.3
107.3,0.25,194,200,2900,13.6,0.143,0.71
104.5,0.3,105,762,2900,120.0,0.2,4.6
85.9,0.2,100,300,2060,120.0,0.191,3.01
100.0,0.34,70,457,2930,99.0,0.572,2.96
35.5,0.34,152,305,2900,118.0,0.338,0.63
107.3,0.2,100,305,2900,99.0,0.8,1.64
29.6,0.25,105,300,3732,13.6,0.338,2.21
79.6,0.21,100,152,2930,125.7,0.072,2.49
29.6,0.27,105,450,2663,13.6,0.4,2.05
77.0,0.31,194,457,230,118.0,1.2,1.96
114.7,0.2,194,582,2663,125.7,0.191,3.55
106.0,0.29,100,450,2663,118.0,0.338,3.73
47.3,0.27,100,305,2060,120.0,0.572,2.01
110.1,0.29,152,152,2900,118.0,0.169,1.98
35.5,0.45,152,762,2900,99.0,0.6,2.86
85.9,0.31,194,152,2060,125.7,0.4,2.12
43.0,0.35,152,200,230,120.0,0.143,2.23
78.0,0.3,194,300,2900,125.7,0.2,0.45
55.2,0.3,105,450,2390,120.0,0.9,2.11
82.4,0.27,150,582,2060,128.5,0.057,2.18
114.7,0.26,152,457,2390,116.0,0.057,0.94
82.4,0.2,194,450,2060,116.0,0.8,2.12
80.5,0.35,70,200,2900,99.0,0.143,2.31
83.6,0.45,70,200,230,99.0,3.86,3.55
110.1,0.28,105,305,2663,99.0,0.507,0.95
100.0,0.31,152,200,2930,116.0,1.27,1.87
29.6,0.27,152,305,3732,120.0,0.4,2.11
82.4,0.21,152,582,2900,128.5,0.3,1.44
83.6,0.33,152,200,2663,120.0,3.86,2.81
109.8,0.35,152,315,2060,116.0,0.169,1.88
29.6,0.26,150,582,2930,118.0,0.8,1.48
43.0,0.29,100,152,2930,115.2,0.169,3.55
57.5,0.19,194,200,2900,120.0,0.3,1.92
107.3,0.26,194,152,2060,125.7,1.27,3.1
114.7,0.3,194,200,2663,118.0,0.057,1.44
35.5,0.46,105,152,3732,128.5,0.4,0.78
55.2,0.23,152,200,2390,13.6,0.072,2.01
37.2,0.45,70,210,230,120.0,0.169,1.4
43.0,0.2,150,200,230,116.0,3.86,1.43
46.43,0.29,100,582,2900,116.0,0.169,3.37
110.2,0.25,150,457,2930,118.0,0.572,3.47
35.4,0.27,152,300,2663,118.0,2.56,0.78
119.3,0.24,194,200,3732,115.2,0.143,0.91
57.5,0.31,152,582,2663,120.0,0.3,2.32
77.0,0.28,152,457,2663,13.6,1.27,0.91
29.6,0.31,105,582,2663,13.6,0.572,3.45
78.5,0.45,100,457,2663,125.7,0.286,3.5
74.0,0.46,100,300,2663,116.0,0.6,1.89
74.0,0.31,152,210,2900,125.7,0.2,2.05
39.2,0.35,70,305,2390,128.5,0.4,2.34
49.6,0.21,100,200,3732,115.2,0.858,0.45
51.1,0.25,100,450,2390,13.6,0.4,1.56
79.6,0.2,152,300,2390,115.2,0.858,1.92
50.64,0.29,152,315,2930,116.0,2.56,2.96
28.79,0.26,70,305,2663,116.0,0.338,2.47
39.0,0.2,105,762,3732,128.5,0.338,2.2
49.6,0.35,100,315,2663,118.0,1.27,1.3
43.0,0.28,194,315,2900,118.0,0.8,1.62
43.0,0.46,150,315,230,99.0,0.9,3.17
46.43,0.25,152,305,2390,116.0,0.858,2.77
83.6,0.34,70,305,2663,118.0,0.507,0.95
77.2,0.35,100,315,3732,116.0,0.286,0.4
49.4,0.31,105,210,2900,118.0,0.169,1.66
80.5,0.31,100,450,2060,116.0,0.9,1.97
57.5,0.26,150,450,2900,118.0,0.286,1.97
49.6,0.29,105,300,2060,120.0,0.572,2.31
39.0,0.21,100,305,2930,125.7,0.169,0.82
84.9,0.2,152,152,2900,118.0,0.507,1.95
50.64,0.23,152,762,2900,115.2,2.56,1.0
109.8,0.46,105,152,2060,13.6,0.9,0.38
100.0,0.25,105,305,2900,125.7,0.169,2.77
37.2,0.35,152,305,2663,128.5,0.143,2.48
37.2,0.28,100,582,2900,128.5,0.143,1.44
110.1,0.33,100,200,3732,116.0,0.6,2.07
83.6,0.2,70,152,2060,118.0,0.4,0.95
109.8,0.34,105,305,2930,116.0,0.286,1.75
74.0,0.29,70,152,2060,128.5,3.86,1.88
119.3,0.2,152,457,2663,116.0,0.338,3.39
104.5,0.24,194,315,2663,120.0,0.2,1.65
43.0,0.34,194,305,2060,115.2,0.6,2.96
119.3,0.29,70,315,2663,128.5,0.338,1.75
106.0,0.35,150,152,230,118.0,0.338,0.93
28.79,0.28,152,762,2900,13.6,1.27,2.32
57.5,0.24,100,457,2663,116.0,0.8,1.45
84.9,0.25,70,152,2900,128.5,0.143,2.77
29.6,0.33,152,305,2663,118.0,0.338,1.62
39.2,0.3,152,762,2930,125.7,0.858,3.45
46.43,0.2,152,315,2060,116.0,0.095,0.82
100.0,0.35,105,200,2663,128.5,0.3,3.47
107.3,0.2,194,457,2390,120.0,0.191,0.94
107.3,0.24,70,305,2060,99.0,0.507,1.85
78.5,0.31,194,200,2390,128.5,0.9,1.45
36.6,0.34,100,200,2060,116.0,1.27,0.6
57.5,0.31,105,457,2930,128.5,0.4,0.82
101.18,0.26,105,200,2930,125.7,0.2,2.96
82.4,0.23,70,200,2663,125.7,0.338,1.49
39.2,0.3,100,582,2060,115.2,0.169,0.89
102.2,0.23,100,210,2663,115.2,0.572,1.15
49.4,0.2,194,582,2900,125.7,0.057,0.6
77.0,0.23,70,762,2663,13.6,0.169,1.9
29.6,0.35,150,305,2930,99.0,0.143,2.48
49.4,0.24,150,315,3732,120.0,0.858,0.91
85.9,0.33,194,450,2390,118.0,0.6,3.21
83.6,0.19,194,582,2060,99.0,0.191,1.85
107.3,0.34,194,457,2060,13.6,0.072,2.38
79.6,0.27,105,300,2390,128.5,0.6,2.32
39.0,0.28,152,305,2663,125.7,0.169,2.3
50.64,0.34,100,450,2390,13.6,0.2,0.88
110.2,0.19,100,200,2930,120.0,0.9,1.45
34.0,0.33,152,300,2663,99.0,0.143,1.89
104.5,0.45,152,450,2930,116.0,2.56,4.6
119.3,0.21,105,305,2930,13.6,0.572,1.71
55.2,0.28,194,457,2930,99.0,0.095,1.29
78.5,0.34,105,582,2390,125.7,0.8,0.36
119.3,0.24,105,210,2663,120.0,0.3,1.9
114.7,0.23,70,200,2930,115.2,0.9,4.78
102.2,0.26,152,200,2663,115.2,0.507,1.65
78.5,0.27,70,450,2060,128.5,0.4,3.1
110.1,0.21,194,762,230,125.7,0.3,2.32
110.2,0.2,152,762,2390,125.7,0.507,2.01
78.5,0.2,105,457,2060,120.0,0.191,1.98
36.6,0.35,100,582,230,116.0,0.858,2.38
83.0,0.35,100,315,2900,115.2,0.2,3.5
78.0,0.27,152,200,2930,99.0,0.3,1.43
100.0,0.27,194,457,230,118.0,3.86,0.53
57.5,0.27,105,582,2900,128.5,1.27,4.39
82.4,0.35,150,582,2060,13.6,0.191,1.96
101.18,0.33,105,300,2663,116.0,0.169,1.29
29.6,0.46,100,315,2900,128.5,0.057,2.86
36.6,0.21,100,210,2060,125.7,0.143,0.38
102.0,0.46,152,457,2930,115.2,0.191,3.4
37.2,0.19,152,457,3732,116.0,0.072,0.51
37.0,0.34,152,582,2390,128.5,0.191,2.77
102.2,0.24,150,152,2930,115.2,0.9,3.68
57.5,0.24,100,200,2900,99.0,0.3,1.64
39.0,0.27,152,152,2390,128.5,0.191,3.37
85.9,0.21,194,762,2663,118.0,1.27,0.36
43.0,0.2,100,210,2390,99.0,0.095,0.45
82.4,0.25,150,762,2663,99.0,0.338,2.09
37.0,0.25,100,300,2060,128.5,0.095,3.17
34.0,0.25,100,200,2900,120.0,0.095,1.09
35.4,0.34,152,582,2900,118.0,0.9,0.63
100.0,0.29,70,450,2060,120.0,0.6,3.04
34.0,0.3,70,152,2390,125.7,0.095,2.32
51.1,0.35,105,300,2060,120.0,0.4,1.89
35.5,0.31,105,450,2900,116.0,0.095,3.31
77.2,0.46,194,305,3732,116.0,0.9,3.48
39.0,0.3,152,200,2390,115.2,0.338,2.38
77.9,0.29,70,300,2060,99.0,0.6,3.45
84.9,0.24,100,315,3732,116.0,0.286,3.41
80.5,0.19,105,762,2390,128.5,0.858,1.9
110.2,0.25,150,210,3732,116.0,0.858,1.08
57.5,0.29,105,300,230,128.5,0.572,3.8
35.5,0.3,152,457,2930,128.5,1.27,3.01
85.9,0.46,100,450,2060,118.0,0.9,1.06
35.4,0.23,152,200,3732,116.0,0.3,2.33
102.2,0.21,152,457,2663,115.2,0.6,2.86
80.5,0.45,152,152,2390,99.0,0.4,0.54
39.0,0.31,105,762,2930,128.5,0.4,2.3
77.2,0.27,105,152,2060,125.7,1.2,2.32
50.64,0.31,70,152,2663,115.2,3.86,0.78
106.0,0.35,150,152,3732,128.5,3.86,2.89
39.0,0.46,105,305,230,116.0,0.286,3.11
49.4,0.29,100,300,2060,120.0,3.86,1.63
78.5,0.2,150,200,2930,120.0,0.072,2.47
39.2,0.31,152,300,2663,118.0,0.143,0.47
39.0,0.34,150,450,3732,99.0,0.3,0.88
77.2,0.34,100,300,2060,120.0,0.3,3.11
78.5,0.29,100,450,2663,120.0,0.6,0.46
80.5,0.26,152,210,3732,125.7,2.56,2.86
55.2,0.19,152,305,2900,116.0,0.9,0.54
47.3,0.3,152,200,2900,116.0,0.169,1.97
78.5,0.26,194,457,2060,13.6,0.858,1.11
102.0,0.35,152,200,2900,118.0,0.286,2.11
55.2,0.29,194,152,2900,13.6,0.6,2.18
74.0,0.19,100,152,2900,115.2,0.143,0.6
39.2,0.45,152,300,2930,120.0,0.2,1.88
77.2,0.29,150,300,2900,128.5,0.143,1.56
55.2,0.19,105,200,2663,115.2,0.338,3.18
39.2,0.24,152,210,2390,128.5,0.8,2.11
49.6,0.25,70,762,2663,116.0,0.3,0.53
29.6,0.46,100,582,2900,128.5,0.6,3.5
77.0,0.46,100,457,2663,125.7,0.338,2.81
109.8,0.29,152,457,2060,128.5,0.9,1.06
104.5,0.26,152,315,2663,118.0,0.6,1.47
74.0,0.3,100,315,2900,99.0,1.2,1.11
36.6,0.25,150,582,2060,116.0,0.8,1.11
36.6,0.45,100,210,2060,116.0,0.9,0.51
104.5,0.46,152,152,2900,13.6,0.191,2.21
29.6,0.34,70,200,3732,99.0,0.6,2.96
110.2,0.2,105,200,2060,128.5,0.2,1.0
50.64,0.21,194,582,2390,115.2,0.858,3.15
83.0,0.21,152,210,2663,118.0,0.4,1.9
100.0,0.33,152,457,230,118.0,0.8,2.33
110.2,0.25,105,315,3732,116.0,0.169,4.78
28.79,0.2,100,315,2390,99.0,0.9,3.21
57.5,0.34,152,450,230,120.0,2.56,2.47
109.8,0.34,105,152,2900,13.6,2.56,0.89
47.3,0.3,70,200,2900,13.6,0.6,0.93
84.9,0.23,150,200,2930,115.2,1.2,0.45
119.3,0.26,150,200,2900,115.2,0.169,2.09
84.9,0.27,105,315,230,125.7,0.572,3.41
29.6,0.45,105,315,2663,116.0,0.858,4.6
109.8,0.35,150,315,2060,118.0,1.2,2.23
47.3,0.45,150,200,230,115.2,0.507,2.49
109.8,0.2,70,152,3732,125.7,0.8,3.47
104.5,0.21,152,762,2060,125.7,0.4,1.75
110.2,0.25,100,450,2930,128.5,0.3,4.6
39.2,0.23,100,457,2900,115.2,0.9,1.48
102.2,0.28,152,305,2900,120.0,0.191,2.21
114.7,0.23,105,152,2900,128.5,0.858,1.09
119.3,0.34,152,210,2930,125.7,1.27,2.6
57.5,0.46,100,450,2663,125.7,0.286,0.37
34.0,0.34,100,300,2390,120.0,0.3,2.96
35.4,0.25,194,582,3732,120.0,1.27,3.68
82.4,0.25,150,210,2663,116.0,0.286,2.11
36.6,0.26,100,300,3732,128.5,0.572,0.82
101.18,0.26,100,762,2930,13.6,3.86,3.1
83.0,0.45,105,450,3732,118.0,0.572,4.6
43.0,0.31,100,457,230,120.0,0.572,2.18
77.0,0.35,152,152,3732,13.6,0.338,2.49
34.0,0.34,152,762,2060,99.0,0.072,0.71
77.9,0.3,194,457,2390,128.5,0.4,0.63
47.3,0.3,70,582,2390,120.0,2.56,1.71
43.0,0.25,70,315,2900,125.7,0.572,0.4
84.9,0.25,100,762,3732,116.0,0.072,1.47
39.2,0.31,100,762,2930,120.0,0.507,1.43
28.79,0.29,100,582,2663,125.7,0.191,1.87
106.0,0.31,194,300,2060,118.0,0.6,0.91
49.6,0.35,100,762,2663,99.0,0.3,1.92
77.2,0.19,100,582,2663,128.5,0.4,2.01
39.0,0.33,100,305,2900,99.0,0.057,0.71
106.0,0.45,100,762,230,118.0,1.27,3.17
77.2,0.28,100,152,2900,118.0,2.56,2.01
109.8,0.25,152,210,2663,116.0,2.56,2.81
82.4,0.27,194,305,2663,128.5,0.507,1.47
43.0,0.23,150,582,2663,13.6,0.3,1.88
37.2,0.26,100,300,230,118.0,0.4,1.97
83.0,0.27,100,200,2060,115.2,0.072,1.92
28.79,0.34,150,305,2390,116.0,2.56,1.3
82.4,0.45,105,762,230,99.0,0.6,1.45
49.4,0.27,152,450,2900,115.2,1.2,2.12
47.3,0.28,150,450,3732,13.6,1.2,1.62
57.5,0.2,70,457,2900,128.5,0.2,2.32
78.5,0.2,194,457,2930,125.7,0.9,0.51
77.9,0.27,105,300,2663,128.5,3.86,3.17
37.0,0.24,70,152,3732,128.5,0.143,1.92
39.0,0.2,100,152,2390,116.0,0.858,0.42
109.8,0.25,152,210,2900,118.0,0.286,3.8
102.2,0.33,105,200,2390,115.2,2.56,1.56
83.0,0.19,150,582,2663,118.0,0.286,0.94
101.18,0.33,100,210,2900,128.5,0.2,3.8
119.3,0.26,194,152,2900,128.5,0.095,1.64
110.2,0.2,100,305,2390,125.7,0.2,0.52
77.9,0.34,100,200,2060,125.7,0.191,0.71
80.5,0.19,100,582,3732,120.0,0.507,0.54
57.5,0.45,70,300,2900,99.0,0.6,3.41
79.6,0.21,194,210,2930,120.0,0.191,1.67
78.5,0.25,194,300,2930,115.2,0.072,1.02
77.9,0.19,105,450,2390,118.0,0.095,1.09
28.79,0.26,194,200,2390,120.0,0.191,1.45
101.18,0.3,100,200,2060,128.5,0.8,1.43
36.6,0.31,105,305,2060,125.7,0.191,0.82
36.6,0.35,100,457,2390,99.0,0.2,1.06
83.6,0.23,100,457,3732,118.0,1.2,1.58
80.5,0.45,152,305,2390,115.2,0.286,2.12
34.0,0.33,194,300,3732,128.5,0.191,0.38
102.0,0.24,105,210,2390,128.5,1.27,2.18
